id,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
2192,male,62,183,87,11,93,40.1,63
2193,male,20,193,98,5,88,39.2,16
2194,female,70,162,63,27,98,41,161
2195,male,62,190,90,7,82,39.4,29
2196,male,75,186,84,29,107,41.1,243
2197,male,22,176,81,17,97,40.4,73
2198,female,24,163,57,3,85,38.5,12
2199,female,32,158,56,14,90,39.8,64
2200,female,40,159,63,12,93,40.2,59
2201,female,50,179,76,20,99,40.2,111
2202,female,57,191,79,19,97,40.5,103
2203,male,70,182,83,17,96,40.2,110
2204,female,21,167,67,20,105,40.7,116
2205,female,27,161,63,10,97,39.9,51
2206,male,56,185,91,23,102,40.5,158
2207,female,30,150,49,18,99,40.8,100
2208,male,48,202,102,29,117,40.7,261
2209,male,30,187,89,3,91,38.4,12
2210,female,55,160,64,30,105,40.8,193
2211,female,77,166,63,19,107,40.5,134
2212,female,60,171,71,30,115,40.9,225
2213,female,68,174,74,22,109,40.9,153
2214,male,41,176,83,6,85,39.4,21
2215,female,50,164,62,17,107,40.4,112
2216,female,31,161,55,4,87,39.1,17
2217,male,45,178,74,28,105,40.9,180
2218,male,21,160,68,6,90,39.4,17
2219,female,38,177,72,9,88,39.8,38
2220,male,51,200,96,25,114,40.9,214
2221,male,28,181,79,13,91,40.3,47
2222,male,77,187,91,30,107,41,259
2223,female,30,159,56,13,98,40,70
2224,female,29,169,69,15,97,40.4,76
2225,female,26,160,56,18,104,40,107
2226,male,37,200,100,12,91,40.1,54
2227,female,40,153,57,8,89,39.8,36
2228,female,28,152,53,13,98,40.1,70
2229,female,75,176,73,13,95,40.3,73
2230,female,36,166,58,25,101,41.1,144
2231,male,21,181,81,15,100,40,70
2232,female,21,162,60,26,98,40.6,134
2233,female,23,169,66,16,97,40,80
2234,female,45,176,76,14,100,40.4,78
2235,female,31,156,53,20,102,40.6,117
2236,female,57,163,68,29,109,40.7,199
2237,male,43,170,76,4,86,38.9,14
2238,male,34,182,86,25,101,41.3,139
2239,female,36,168,63,16,99,39.9,88
2240,female,41,142,47,26,107,40.8,173
2241,male,60,193,96,11,90,39.3,59
2242,female,55,174,71,22,93,40.5,111
2243,female,36,169,66,23,104,40.9,137
2244,male,58,180,86,12,92,40.3,64
2245,female,26,148,45,6,91,38.9,28
2246,female,35,150,53,19,101,40.8,110
2247,female,32,149,51,5,85,39.1,20
2248,female,37,164,59,26,106,40.6,164
2249,female,22,158,56,18,97,40.4,92
2250,female,48,167,68,18,98,40.3,99
2251,male,60,194,94,2,72,38.7,5
2252,female,33,160,62,3,83,38.6,11
2253,female,31,180,73,13,99,40.1,68
2254,female,28,160,61,5,88,39.6,21
2255,male,44,197,98,20,100,40.5,123
2256,male,28,180,78,5,80,38.9,10
2257,female,67,171,67,4,80,39.1,16
2258,male,79,179,85,8,89,39.6,47
2259,female,56,153,52,16,97,40.4,92
2260,male,29,178,85,18,93,40.8,74
2261,male,67,189,94,23,100,40.8,165
2262,female,25,173,66,8,79,39.6,25
2263,female,27,177,76,1,85,37.1,4
2264,female,36,153,57,28,113,41,198
2265,male,25,191,94,16,95,40.3,70
2266,male,62,207,105,9,88,39.7,48
2267,female,25,162,63,4,83,39.1,14
2268,female,27,157,57,8,101,39.6,45
2269,female,31,170,69,9,93,39.8,42
2270,male,66,176,83,27,102,40.7,194
2271,male,32,177,82,27,106,40.6,165
2272,male,31,175,79,10,96,39.7,45
2273,male,33,200,97,2,82,38,6
2274,female,32,170,68,6,81,39.5,20
2275,female,33,183,77,3,86,38.8,12
2276,female,67,151,55,23,97,40.8,136
2277,female,65,148,50,2,83,38.1,9
2278,female,31,133,45,3,84,38,12
2279,female,72,168,66,26,102,40.7,166
2280,male,35,194,98,24,103,40.6,148
2281,female,62,166,67,3,84,39.1,13
2282,female,68,154,56,12,94,39.7,67
2283,male,26,181,84,29,116,41.2,214
2284,male,25,176,83,17,87,40.8,50
2285,male,72,194,97,27,107,40.9,230
2286,male,40,177,83,22,99,40.5,121
2287,female,74,186,80,15,92,40.1,78
2288,male,31,185,87,9,94,39.4,39
2289,female,64,143,49,20,99,40.5,123
2290,female,23,148,48,8,88,39.4,34
2291,female,58,164,59,27,99,40.8,160
2292,male,24,178,79,12,83,40.1,27
2293,female,22,152,59,26,109,41.1,165
2294,male,67,180,83,19,104,40.8,143
2295,male,37,177,84,11,96,40,54
2296,female,35,171,66,25,108,40.5,160
2297,female,42,166,69,21,103,40.7,125
2298,female,35,169,69,23,96,40.7,116
2299,male,66,193,97,20,95,40.6,129
2300,female,51,167,62,3,87,38.7,13
2301,male,65,166,71,7,89,39.6,34
2302,female,38,168,67,8,80,39.6,27
2303,male,66,181,86,18,100,40.4,125
2304,female,32,171,64,20,98,40.4,106
2305,female,42,176,71,17,97,40.1,89
2306,female,28,171,72,13,92,40.1,58
2307,female,65,151,52,21,105,40.9,142
2308,female,28,168,70,17,96,40.4,84
2309,female,40,166,61,26,101,40.8,151
2310,male,29,196,100,24,106,40.6,153
2311,female,28,175,72,7,93,39.5,32
2312,male,21,181,74,9,94,39.5,33
2313,female,35,162,55,16,92,40.5,77
2314,male,31,196,100,12,100,39.3,67
2315,male,31,202,98,14,97,40.3,71
2316,female,32,150,49,8,82,39.5,30
2317,female,41,161,62,8,90,39.5,37
2318,female,73,163,68,1,80,38,4
2319,male,24,193,96,25,105,40.8,147
2320,male,28,191,93,19,93,40.6,80
2321,female,38,164,64,8,90,39.8,36
2322,female,57,172,68,19,104,40.4,120
2323,male,35,183,86,17,95,40.3,80
2324,female,53,178,71,18,95,40.5,94
2325,male,73,172,80,30,101,41.2,219
2326,female,21,165,58,23,97,40.4,117
2327,female,68,162,67,21,98,40.3,124
2328,female,20,174,67,3,79,39.1,9
2329,male,25,180,81,15,91,40.2,53
2330,female,57,172,69,24,106,40.7,156
2331,female,79,151,51,4,83,39.1,19
2332,female,42,161,57,6,81,39.4,22
2333,female,76,185,85,12,90,40.3,59
2334,male,76,210,116,10,93,40,70
2335,female,26,178,77,10,98,39.7,50
2336,female,71,171,70,10,96,39.3,57
2337,female,72,168,66,13,96,40.1,75
2338,female,57,178,73,23,102,40.3,139
2339,female,63,141,45,2,81,38.2,9
2340,female,29,159,64,17,97,40.2,87
2341,female,74,171,69,3,90,38.6,15
2342,female,25,169,67,15,96,40.2,74
2343,male,39,192,96,5,88,39.4,20
2344,male,31,172,76,9,94,39.7,37
2345,male,22,196,101,14,103,39.9,78
2346,female,53,170,71,10,101,39.5,59
2347,male,39,194,94,11,91,39.7,49
2348,female,26,157,58,13,92,40.1,60
2349,female,47,176,76,7,78,39,23
2350,female,40,135,42,14,94,40.2,74
2351,female,77,176,72,30,110,41,218
2352,female,55,183,82,27,109,40.7,179
2353,male,58,190,89,4,91,38.9,21
2354,male,53,161,66,8,87,39.5,31
2355,female,70,180,78,18,97,40.4,102
2356,male,62,191,94,17,96,39.9,108
2357,male,43,194,98,27,104,41,181
2358,female,70,179,80,22,105,40.5,143
2359,female,27,165,65,6,85,39.2,23
2360,female,27,164,64,4,88,38.8,17
2361,female,28,165,65,23,105,40.5,137
2362,female,24,155,60,18,99,40.6,96
2363,female,27,166,62,15,88,39.9,62
2364,female,40,148,53,9,87,39.6,40
2365,female,34,175,65,5,85,38.7,20
2366,female,69,149,55,15,95,40.2,86
2367,male,36,183,85,20,105,40.7,125
2368,female,31,149,52,23,108,40.6,150
2369,male,38,197,94,3,83,38.5,10
2370,female,63,178,76,15,98,39.9,85
2371,female,34,149,47,25,100,40.9,144
2372,male,74,184,83,13,97,39.9,89
2373,female,25,148,44,29,110,40.7,195
2374,female,76,160,58,5,82,39,22
2375,male,26,187,93,26,106,40.7,158
2376,male,45,187,91,25,109,41,185
2377,female,36,173,68,6,85,39.2,23
2378,female,48,150,53,14,95,40.5,76
2379,female,51,164,67,11,91,40,53
2380,female,58,163,61,4,80,38.8,15
2381,female,28,163,58,27,99,41.1,146
2382,female,69,147,51,20,96,40.1,118
2383,female,23,150,48,26,108,40.6,167
2384,male,20,180,83,16,95,40.3,63
2385,male,25,197,99,13,91,40.1,51
2386,male,50,209,108,19,95,40.2,112
2387,female,29,150,49,4,73,39.3,11
2388,male,52,185,88,15,93,40.1,79
2389,female,42,165,63,8,94,39.5,40
2390,male,63,173,79,18,92,40.5,98
2391,female,52,157,56,16,93,40.2,83
2392,female,31,152,57,17,102,40.3,98
2393,male,43,178,82,16,101,39.9,94
2394,female,52,156,58,4,89,39.1,19
2395,male,22,176,73,3,84,39.1,6
2396,female,33,172,68,12,93,40.3,57
2397,male,42,204,105,13,91,40.2,63
2398,male,39,197,106,8,95,39.3,43
2399,female,23,167,64,20,96,40.3,98
2400,female,33,175,67,25,101,41.1,140
2401,female,23,165,66,11,96,40,54
2402,female,78,182,79,7,84,39.4,31
2403,female,36,166,65,17,100,40.8,94
2404,female,49,156,56,29,115,40.9,218
2405,female,50,163,58,16,93,40.3,82
2406,female,66,158,52,25,96,40.8,146
2407,male,56,188,93,5,82,39.2,20
2408,male,37,195,102,1,76,37.7,2
2409,male,20,193,89,20,94,40.1,78
2410,male,61,160,66,18,107,40.3,132
2411,male,74,182,88,14,88,40,78
2412,female,48,149,51,27,110,40.7,190
2413,male,52,194,100,2,80,38.2,7
2414,female,22,173,73,7,85,39.1,25
2415,female,21,156,54,26,93,40.9,122
2416,female,67,163,59,25,107,40.6,173
2417,female,37,190,81,26,103,40.9,148
2418,female,59,177,78,19,97,40.1,104
2419,female,66,159,61,27,106,41.2,183
2420,female,38,164,61,14,89,39.9,63
2421,female,25,163,64,12,96,39.5,59
2422,female,21,157,51,12,91,39.9,54
2423,male,20,189,90,16,96,40.1,67
2424,female,28,177,70,15,91,40.3,66
2425,male,20,185,82,6,81,39,11
2426,male,64,195,96,16,92,40.3,94
2427,male,26,175,78,8,94,39.4,32
2428,male,30,165,65,16,87,40.4,45
2429,female,50,159,55,12,85,39.9,52
2430,male,26,197,101,7,87,39.3,24
2431,male,47,192,94,24,105,40.4,167
2432,male,67,183,81,29,114,41.2,261
2433,female,27,157,59,2,87,37.8,8
2434,female,28,146,50,25,97,41,133
2435,male,50,191,95,11,94,39.9,60
2436,male,55,194,99,16,92,40.4,88
2437,female,39,151,53,18,100,40.7,104
2438,female,32,157,50,28,104,40.6,171
2439,male,30,174,76,8,81,39.9,17
2440,female,57,164,58,6,81,38.9,24
2441,male,73,202,107,13,96,39.9,93
2442,male,58,172,75,27,107,40.7,199
2443,male,31,188,85,18,93,40.5,75
2444,male,33,170,70,30,116,41,223
2445,female,62,182,76,10,82,39.6,39
2446,male,21,176,75,22,107,40.8,123
2447,female,42,159,59,2,79,38.3,7
2448,female,38,176,73,8,83,39.7,29
2449,female,60,166,64,2,87,38,9
2450,male,63,203,111,16,92,40.1,98
2451,female,33,162,56,6,80,39.9,21
2452,male,40,186,91,22,105,40.9,144
2453,female,69,165,62,29,112,40.9,216
2454,female,27,158,56,25,97,40.9,130
2455,female,30,181,79,16,102,40.4,88
2456,female,77,152,56,27,107,40.7,193
2457,male,52,193,96,29,108,40.9,223
2458,male,34,194,96,19,101,40.5,110
2459,female,31,150,56,28,105,40.9,172
2460,female,60,152,50,7,89,39.8,35
2461,male,54,176,72,22,112,40.7,173
2462,male,52,180,77,20,108,40.2,146
2463,female,49,178,77,23,109,40.4,151
2464,male,34,182,80,29,120,40.7,240
2465,female,35,163,59,20,107,40.6,127
2466,female,27,166,59,28,108,41,177
2467,male,35,169,68,7,86,38.9,21
2468,female,74,174,74,14,95,40,78
2469,female,50,167,64,20,103,40.4,123
2470,female,56,164,63,13,94,39.9,69
2471,female,42,166,68,8,86,39.6,33
2472,male,55,185,92,6,78,39.3,19
2473,female,73,153,58,5,78,38.9,20
2474,female,22,167,60,20,98,40.4,103
2475,female,46,174,67,13,99,39.8,73
2476,female,48,152,53,20,95,40.2,108
2477,male,23,180,78,17,110,40.8,106
2478,female,27,171,68,6,87,39.2,24
2479,male,21,204,98,16,94,40.1,66
2480,female,31,155,56,5,83,39.4,19
2481,female,41,147,49,2,87,38.2,9
2482,female,43,154,54,6,83,39,24
2483,female,75,139,44,11,86,39.9,55
2484,male,20,187,90,25,105,40.7,139
2485,male,49,170,76,23,110,40.2,171
2486,female,76,148,52,18,91,40.1,99
2487,female,55,161,61,10,89,39.8,48
2488,female,39,162,60,27,109,40.9,179
2489,male,22,186,82,14,89,40.2,43
2490,female,70,162,64,3,87,38.5,14
2491,male,35,201,99,3,87,38.7,11
2492,female,26,166,61,26,99,40.8,139
2493,male,40,192,96,24,100,40.8,142
2494,male,23,165,69,28,102,41,135
2495,male,60,173,79,26,98,40.7,161
2496,female,27,170,65,10,90,39.5,43
2497,male,25,193,88,19,96,40.7,84
2498,male,44,184,86,25,114,40.8,200
2499,female,66,158,57,8,90,39.5,41
2500,female,28,161,64,21,110,40.5,136
2501,female,32,175,68,14,90,40.4,61
2502,female,32,182,84,7,95,39.4,33
2503,female,68,150,57,24,111,40.7,178
2504,female,37,170,64,20,105,40.3,122
2505,male,52,203,102,5,82,38.9,20
2506,female,20,158,48,13,100,40.1,72
2507,male,24,176,80,27,105,40.6,150
2508,female,45,166,63,8,80,39.6,29
2509,female,20,174,77,21,110,40.7,130
2510,female,56,171,69,25,107,40.7,165
2511,male,43,185,82,5,83,39,16
2512,female,28,169,72,14,87,40.7,55
2513,female,45,166,61,30,113,41,215
2514,female,35,175,72,24,95,40.7,118
2515,female,35,166,63,24,101,40.6,136
2516,female,67,157,54,5,81,39.2,21
2517,female,38,166,63,24,106,40.5,150
2518,male,72,195,103,6,93,39.6,39
2519,male,21,171,70,17,96,40.4,65
2520,male,60,197,109,22,104,40.6,171
2521,female,58,151,55,24,104,40.3,156
2522,female,33,177,74,30,107,41.2,184
2523,male,23,181,76,8,84,39.1,18
2524,male,36,171,76,29,107,41.1,184
2525,male,69,185,85,30,113,40.7,271
2526,male,25,177,78,26,108,40.9,156
2527,female,27,150,57,29,99,40.9,157
2528,male,34,185,88,14,94,40.1,64
2529,female,46,170,71,16,106,40.2,101
2530,male,59,182,83,7,89,39.4,34
2531,male,26,193,89,29,111,40.9,196
2532,female,55,169,71,9,91,39.7,44
2533,male,52,180,76,14,97,40.4,78
2534,male,65,193,99,5,89,39.3,28
2535,male,32,194,94,13,97,39.9,65
2536,male,27,185,85,18,106,39.8,107
2537,male,22,179,81,15,94,40.1,57
2538,male,64,194,96,27,106,40.7,215
2539,female,23,157,56,5,77,38.9,15
2540,male,23,183,81,2,76,38,2
2541,female,68,173,66,28,106,40.8,189
2542,female,41,157,59,3,85,38.6,12
2543,female,33,156,50,3,94,38.5,15
2544,female,52,158,61,14,99,40.2,81
2545,female,73,153,53,28,119,40.8,235
2546,female,64,148,51,16,94,40,90
2547,female,54,177,75,10,91,39.7,48
2548,male,69,195,102,22,95,40.5,147
2549,female,21,178,69,28,111,40.9,180
2550,female,29,156,50,28,113,40.9,197
2551,male,65,200,103,27,95,40.8,176
2552,female,43,179,74,23,97,40.5,120
2553,female,24,161,60,12,103,39.8,69
2554,male,47,178,82,26,104,41.2,170
2555,female,22,168,66,7,79,39.5,21
2556,female,26,166,60,28,107,41.1,174
2557,male,23,176,77,9,82,40,18
2558,male,24,188,92,27,105,40.5,157
2559,female,33,166,61,29,107,40.5,183
2560,female,70,168,72,16,88,39.9,76
2561,female,34,156,49,28,110,40.5,191
2562,male,20,191,88,29,113,40.8,195
2563,male,38,206,111,24,109,40.7,180
2564,female,20,171,72,25,107,40.7,148
2565,female,46,148,51,14,99,40.1,81
2566,male,52,197,100,20,98,40.8,126
2567,female,22,164,58,27,107,40.8,166
2568,female,20,168,63,22,104,40.7,126
2569,female,22,177,71,15,98,40.4,75
2570,female,39,140,48,19,92,40.6,95
2571,male,77,162,69,8,89,39.4,44
2572,female,20,187,75,1,75,37.6,2
2573,male,28,181,82,3,83,38.6,7
2574,female,31,172,72,27,112,41,180
2575,male,60,183,85,8,84,39.6,34
2576,male,25,184,84,7,82,39.3,16
2577,female,39,158,60,12,91,39.9,57
2578,female,67,169,72,18,103,40.7,114
2579,male,50,172,74,21,101,40.5,127
2580,male,27,186,86,12,102,40.2,64
2581,female,77,158,59,2,82,38.5,9
2582,male,38,174,77,25,103,40.7,146
2583,male,70,183,87,9,82,39.8,40
2584,male,60,188,91,28,104,41.2,206
2585,male,23,184,81,21,104,40.2,113
2586,female,22,175,69,15,97,40.3,74
2587,male,48,179,78,10,85,40.1,36
2588,male,49,173,76,25,109,40.8,182
2589,female,24,165,59,4,84,38.9,15
2590,male,71,185,96,5,85,39.1,26
2591,male,22,181,86,26,104,40.6,141
2592,female,54,174,68,9,95,39.4,48
2593,female,38,174,73,17,100,40.3,93
2594,male,32,207,103,18,106,40.3,118
2595,female,78,169,68,18,95,40.2,103
2596,male,23,192,98,27,104,40.9,155
2597,male,20,192,86,1,81,38.1,2
2598,male,52,187,84,24,112,40.4,193
2599,male,31,189,86,20,101,40.5,108
2600,male,65,194,98,28,112,40.5,251
2601,female,37,178,74,24,104,40.8,141
2602,female,69,172,67,13,94,40,71
2603,male,70,194,94,5,91,38.6,30
2604,male,30,162,68,4,80,38.8,7
2605,female,61,159,62,4,85,38.5,18
2606,male,64,174,80,23,99,40.7,151
2607,female,52,174,69,26,107,41,170
2608,male,64,185,88,4,88,39.1,20
2609,female,39,165,64,29,96,40.8,151
2610,female,34,185,75,14,93,40,65
2611,female,33,158,60,1,76,37.7,3
2612,male,76,170,78,15,95,40,98
2613,male,77,181,91,22,110,40.7,200
2614,female,37,170,71,21,96,40.5,106
2615,female,61,150,56,19,93,40.3,102
2616,female,25,186,81,11,88,39.5,42
2617,male,71,179,90,15,94,40,96
2618,male,34,204,104,21,104,40.6,134
2619,female,61,151,55,11,90,39.3,56
2620,female,23,171,68,17,92,40.2,75
2621,female,66,156,61,5,81,38.9,21
2622,female,64,167,64,17,101,40.1,105
2623,female,26,164,59,1,87,38,4
2624,female,40,160,70,8,88,40,34
2625,male,30,184,82,4,87,38.8,13
2626,female,35,178,71,8,85,39.8,31
2627,female,24,169,59,25,111,40.7,165
2628,male,41,190,88,24,103,40.6,150
2629,male,21,169,69,21,107,40.9,115
2630,female,79,164,67,6,91,39.2,32
2631,male,29,192,88,29,106,40.9,177
2632,female,52,151,58,16,93,40.1,83
2633,male,20,188,84,27,104,41,143
2634,male,57,181,84,4,88,38.9,19
2635,female,78,153,54,13,84,40.3,62
2636,female,31,148,47,3,86,38.6,13
2637,male,57,180,86,30,117,41.3,272
2638,female,29,180,71,30,115,41,209
2639,male,61,185,92,23,104,40.6,171
2640,male,24,193,99,20,89,40.2,71
2641,male,28,173,73,20,104,40.2,109
2642,female,54,162,61,3,85,38.6,13
2643,female,38,165,66,9,93,39.5,43
2644,female,78,157,56,4,79,38.7,17
2645,male,58,183,86,13,91,39.8,68
2646,female,31,169,67,29,98,41,152
2647,male,54,202,108,18,97,40.2,115
2648,female,46,165,67,15,93,39.8,74
2649,female,37,166,61,25,103,40.7,149
2650,female,50,172,71,15,84,40.3,60
2651,female,67,145,52,14,97,39.9,83
2652,male,24,171,75,17,101,40.2,82
2653,female,35,152,51,29,119,40.9,225
2654,female,21,163,61,11,93,39.7,51
2655,female,37,167,61,10,89,39.9,45
2656,female,60,142,52,3,82,38.5,13
2657,female,22,149,50,8,97,39.1,42
2658,female,49,161,57,10,89,40.2,47
2659,female,55,162,57,28,122,40.9,234
2660,female,29,175,72,20,100,40.5,107
2661,female,32,159,59,23,108,40.6,148
2662,female,27,166,66,28,109,40.7,178
2663,male,66,189,91,5,81,39.1,21
2664,female,79,149,54,13,93,40.1,74
2665,male,62,192,89,5,85,39.1,23
2666,male,21,180,77,14,92,40.2,47
2667,male,34,175,72,22,105,40.7,129
2668,male,63,178,76,6,87,39.1,28
2669,male,23,191,82,4,76,38.9,5
2670,female,27,171,63,24,107,40.7,148
2671,female,31,178,76,14,98,40.3,71
2672,male,42,183,83,2,92,38.3,9
2673,female,51,152,56,4,86,38.5,18
2674,male,21,187,83,19,101,40.5,92
2675,female,21,161,60,3,85,38.6,11
2676,female,60,174,68,18,97,40.1,101
2677,male,27,201,104,10,90,39.6,40
2678,male,71,174,78,15,105,40,117
2679,female,21,159,62,21,95,40.4,101
2680,female,71,172,69,21,108,40.3,146
2681,male,20,186,86,16,90,40.3,52
2682,female,79,164,64,18,98,40.2,110
2683,female,63,162,61,27,102,41,170
2684,male,38,177,79,21,99,40.6,111
2685,female,33,155,52,7,82,39.2,26
2686,male,79,176,83,2,89,38.3,12
2687,male,34,190,88,12,97,40.2,60
2688,female,41,170,72,17,92,40.2,80
2689,male,46,173,72,19,103,40.4,117
2690,male,28,177,78,22,110,40.8,142
2691,female,76,144,47,4,88,38.9,21
2692,female,22,160,63,7,89,39.4,29
2693,female,51,175,68,4,89,38.9,18
2694,male,51,172,82,23,103,40.5,152
2695,male,42,179,84,27,108,41,188
2696,female,54,180,78,10,94,39.8,51
2697,female,67,175,74,25,103,41,158
2698,female,51,149,49,8,84,39.6,35
2699,male,40,180,84,11,90,40,46
2700,male,72,186,94,9,88,39.9,50
2701,male,34,177,78,29,115,40.7,217
2702,male,33,172,78,24,107,40.6,150
2703,female,56,159,61,20,101,40.8,121
2704,female,72,165,66,3,85,39.1,14
2705,female,28,162,65,17,96,40.2,85
2706,male,59,181,85,21,97,40.7,129
2707,female,32,142,47,28,115,40.7,205
2708,female,61,162,67,10,88,39.8,47
2709,female,79,160,60,28,108,40.9,203
2710,male,24,188,91,23,101,40.8,119
2711,male,20,179,75,17,109,40.3,99
2712,female,27,179,72,28,105,40.9,163
2713,female,29,140,40,16,101,40,94
2714,female,30,156,54,5,81,39,18
2715,female,61,155,58,26,115,40.6,200
2716,male,59,181,89,17,86,40.2,78
2717,male,23,179,81,26,112,40.6,171
2718,female,31,162,57,8,86,39.6,33
2719,male,20,173,75,9,93,39.9,31
2720,male,48,183,81,21,94,40.6,106
2721,female,29,160,60,26,100,40.7,143
2722,male,24,168,69,10,103,40,50
2723,female,29,169,63,13,91,40,58
2724,male,45,182,89,19,99,40.8,111
2725,male,33,169,71,24,110,40.7,157
2726,male,28,186,78,19,91,40.2,68
2727,male,24,177,79,28,104,40.7,151
2728,male,22,174,71,22,115,41.2,149
2729,male,64,188,92,17,102,40.4,124
2730,female,20,175,69,22,98,40.5,110
2731,male,58,191,91,10,91,39.6,53
2732,male,55,178,76,10,93,39.6,51
2733,female,33,142,44,19,105,40.7,120
2734,female,60,155,56,25,110,40.8,179
2735,female,43,164,67,15,95,40.1,77
2736,male,31,178,77,21,97,40.3,97
2737,male,70,189,90,14,95,40.1,91
2738,male,54,175,82,10,83,39.6,37
2739,male,47,182,89,30,113,41.1,242
2740,male,59,191,91,2,85,38,9
2741,male,63,186,91,6,80,39,23
2742,female,29,137,47,12,86,40.1,50
2743,female,39,173,69,3,92,38.6,14
2744,female,23,161,60,22,111,40.7,145
2745,male,62,189,98,3,89,38.3,16
2746,male,53,165,71,20,96,40.9,108
2747,male,28,181,82,16,103,40.3,88
2748,female,67,160,57,10,84,40,45
2749,male,65,176,83,26,109,41,213
2750,female,60,160,61,27,109,40.5,189
2751,female,72,171,75,3,95,38.3,17
2752,female,28,168,70,28,104,40.6,162
2753,male,35,182,85,22,104,40.5,133
2754,female,77,166,68,19,101,40.1,121
2755,female,40,153,52,29,102,40.9,175
2756,female,42,165,60,7,81,39.3,26
2757,female,25,159,59,8,92,40,37
2758,male,21,195,92,19,100,40.5,93
2759,female,30,152,51,24,101,40.7,138
2760,female,75,164,61,17,93,40.3,94
2761,female,28,164,66,3,87,38.9,12
2762,female,79,191,87,18,98,40.1,104
2763,female,54,185,78,13,93,40,64
2764,female,37,161,57,10,86,39.8,42
2765,female,64,172,70,24,104,40.5,154
2766,female,20,163,66,1,86,37.8,4
2767,female,54,145,46,5,82,39,21
2768,female,28,177,70,14,93,40,64
2769,male,40,209,116,4,86,39.1,17
2770,male,52,174,78,1,83,37.5,4
2771,female,23,145,48,8,90,39.7,36
2772,female,20,170,63,10,91,40,43
2773,female,44,160,64,23,105,41,144
2774,female,30,148,53,18,89,40.5,80
2775,male,77,167,72,8,83,39.7,37
2776,female,52,165,65,7,93,39,36
2777,female,36,169,65,14,92,39.7,66
2778,female,33,161,60,8,95,39.5,40
2779,male,42,171,75,28,111,41,202
2780,male,24,171,76,16,95,40.2,63
2781,female,26,176,76,19,97,40.4,93
2782,female,45,167,62,30,118,40.9,230
2783,female,50,152,48,13,87,39.9,60
2784,male,24,187,92,7,94,39.8,29
2785,male,34,190,93,4,84,39.1,13
2786,male,54,186,90,7,84,39.4,28
2787,female,26,164,57,27,107,40.8,168
2788,male,49,181,88,22,100,40.8,136
2789,male,52,193,94,24,103,40.8,166
2790,female,71,155,56,10,90,39.8,52
2791,female,39,166,65,18,99,40.7,99
2792,male,31,184,89,20,98,40.6,101
2793,female,75,156,57,27,114,41,212
2794,male,72,197,102,25,106,40.9,212
2795,male,24,182,86,13,91,40,46
2796,male,23,182,89,8,79,39.3,14
2797,female,32,146,51,13,86,39.9,54
2798,female,20,172,69,24,98,40.9,120
2799,female,28,154,58,30,113,40.6,207
2800,male,23,198,96,13,90,40.1,47
2801,male,27,180,86,24,107,40.7,147
2802,male,27,195,90,5,82,39.1,12
2803,male,23,188,91,1,88,37.6,3
2804,male,74,176,81,12,93,40.2,74
2805,male,33,180,85,14,94,39.8,62
2806,male,63,180,88,24,114,40.7,215
2807,male,50,182,88,29,111,40.5,229
2808,male,20,177,78,15,99,40.4,66
2809,female,22,175,64,29,108,40.5,179
2810,male,64,174,81,3,83,38.6,13
2811,female,28,167,67,2,91,38,9
2812,female,29,157,57,28,101,40.8,158
2813,female,39,149,56,8,85,39.5,33
2814,female,51,168,62,13,95,40,69
2815,male,25,210,111,22,104,40.6,135
2816,male,50,191,96,20,90,40.6,98
2817,female,63,147,54,29,117,40.4,232
2818,female,20,168,63,29,109,40.7,182
2819,female,21,158,61,12,96,40.1,59
2820,female,42,182,84,6,86,39.3,23
2821,female,44,161,55,11,90,39.8,52
2822,female,76,157,58,23,100,40.7,146
2823,male,27,182,79,29,103,41.1,156
2824,male,70,177,86,21,108,40.7,175
2825,male,27,189,95,14,95,40.4,63
2826,male,34,170,72,10,91,40,37
2827,female,76,155,59,6,73,39.2,21
2828,male,20,192,95,15,95,40.1,63
2829,male,31,195,100,9,91,39.7,38
2830,male,36,175,76,22,99,40.7,113
2831,male,79,176,82,30,109,40.8,265
2832,female,59,156,57,21,102,40.6,132
2833,female,28,176,72,27,112,40.7,178
2834,female,39,159,59,6,87,39,26
2835,female,50,176,70,6,91,39.3,29
2836,male,28,185,89,3,84,38.7,8
2837,female,20,175,73,25,99,40.5,126
2838,female,35,164,61,16,90,40.1,72
2839,female,24,175,67,24,105,40.6,140
2840,female,73,163,62,19,105,40.5,129
2841,female,28,160,61,15,95,40.2,74
2842,female,39,163,59,5,82,39.1,19
2843,female,67,169,66,28,108,40.5,195
2844,male,38,189,90,22,109,40.7,155
2845,male,53,193,94,23,101,40.8,153
2846,male,76,197,102,20,98,40.5,150
2847,female,21,161,62,14,95,40.4,67
2848,male,45,184,83,13,99,40,74
2849,male,24,198,100,15,88,39.8,51
2850,female,50,173,65,16,98,40.4,89
2851,male,22,184,88,24,104,40.2,131
2852,male,23,189,85,21,103,40.6,111
2853,female,42,158,57,13,84,40,53
2854,male,48,182,84,17,96,40.3,92
2855,female,52,161,60,30,109,40.8,206
2856,female,21,155,58,24,106,40.7,145
2857,female,20,147,48,12,88,39.6,51
2858,male,30,194,96,9,91,39.6,37
2859,male,64,184,88,27,109,41.1,223
2860,male,44,191,92,11,97,39.7,61
2861,female,26,144,44,15,88,40.2,66
2862,female,33,158,59,20,96,40.5,103
